// Coordinates: shape type; id; label; points; extra text
polygon;path442;13691,12338,13675,12393,13642,12439,13598,12480,13550,12519,13505,12557,13470,12599,13452,12645,13457,12700,13492,12766,13497,12824,13490,12879,13472,12932,13449,12983,13424,13033,13400,13084,13380,13137,13368,13192,13368,13250,13363,13328,13360,13407,13360,13486,13363,13565,13370,13644,13380,13722,13393,13799,13412,13876,13435,13951,13469,14001,13498,14053,13521,14107,13540,14163,13557,14219,13573,14275,13588,14332,13605,14388,13624,14444,13646,14510,13668,14577,13689,14644,13710,14711,13729,14778,13747,14846,13763,14914,13777,14982,13789,15051,13824,15105,13860,15158,13894,15211,13927,15265,13958,15321,13986,15377,14010,15436,14029,15498,14043,15562,14082,15606,14123,15648,14165,15691,14207,15734,14248,15778,14285,15825,14317,15874,14343,15927,14361,15984,14398,16035,14432,16092,14465,16150,14499,16207,14536,16260,14579,16304,14630,16337,14692,16355,14766,16354,14847,16350,14928,16344,15009,16339,15091,16335,15171,16334,15252,16336,15333,16343,15413,16357,15493,16377,15556,16377,15619,16370,15681,16357,15742,16343,15804,16328,15866,16318,15928,16313,15992,16317,16056,16333,16116,16323,16176,16318,16235,16318,16295,16320,16354,16324,16414,16328,16474,16330,16535,16330,16596,16326,16667,16322,16734,16308,16799,16285,16862,16256,16923,16224,16984,16191,17046,16160,17110,16133,17176,16112,17256,16086,17336,16062,17416,16039,17497,16020,17578,16005,17660,15994,17742,15990,17825,15991,17908,16000,17966,15968,18003,15927,18023,15878,18029,15824,18026,15766,18018,15706,18008,15646,18002,15588,18003,15533,18011,15437,18021,15342,18033,15247,18045,15151,18058,15056,18069,14961,18079,14865,18086,14770,18089,14673,18116,14614,18128,14554,18128,14494,18119,14434,18104,14375,18088,14316,18071,14257,18059,14199,18054,14141,18088,14080,18119,14018,18146,13956,18168,13892,18183,13828,18190,13762,18188,13695,18175,13628,18151,13559,18138,13487,18129,13415,18125,13343,18125,13271,18128,13198,18134,13126,18143,13055,18155,12983,18168,12911,18170,12895,18172,12878,18173,12862,18174,12845,18175,12829,18175,12812,18176,12796,18175,12779,18175,12762;
polygon;path444;16157,20389,16161,20457,16175,20521,16197,20584,16225,20645,16258,20704,16294,20762,16331,20820,16366,20877,16399,20934,16451,20999,16508,21061,16568,21121,16632,21176,16700,21227,16772,21271,16847,21308,16925,21337,17007,21358,17067,21354,17127,21345,17186,21334,17246,21322,17306,21310,17365,21301,17426,21297,17487,21299,17548,21308,17615,21316,17681,21329,17746,21345,17811,21363,17876,21381,17940,21399,18005,21413,18071,21424,18137,21428,18219,21419,18301,21403,18382,21381,18460,21352,18536,21318,18609,21276,18676,21229,18739,21175,18795,21115,18818,21059,18844,21005,18874,20952,18905,20900,18936,20849,18967,20797,18994,20744,19018,20689,19036,20632,19051,20564,19060,20494,19063,20422,19060,20351,19049,20281,19031,20213,19004,20148,18969,20087,18925,20032,18885,20007,18846,19983,18807,19959,18768,19935,18730,19912,18691,19887,18653,19863,18614,19837,18576,19811;
polygon;path446;16396,26014,16444,25974,16494,25937,16545,25904,16597,25873,16651,25846,16706,25821,16762,25798,16819,25778,16877,25761,16935,25733,16994,25712,17054,25695,17116,25682,17178,25671,17240,25661,17303,25652,17365,25642,17426,25630,17491,25630,17553,25617,17614,25596,17674,25571,17733,25548,17792,25531,17852,25527,17912,25539,17974,25573,18091,25631,18212,25670,18336,25693,18464,25703,18593,25704,18722,25699,18852,25692,18981,25685,19108,25683,19197,25673,19285,25652,19371,25624,19456,25592,19542,25560,19627,25531,19715,25511,19803,25502,19895,25508,19965,25520,20035,25525,20106,25526,20178,25526,20249,25525,20320,25527,20390,25534,20460,25547,20528,25570,20571,25572,20615,25573,20660,25575,20704,25579,20748,25587,20789,25599,20827,25618,20861,25644,20890,25679;
polygon;path448;19315,26480,19335,26542,19366,26601,19402,26658,19439,26715,19473,26772,19498,26831,19511,26892,19506,26957,19480,27027,19498,27081,19515,27138,19533,27195,19551,27253,19573,27309,19597,27362,19625,27412,19657,27458,19696,27497,19770,27508,19841,27502,19911,27483,19980,27457,20048,27429,20118,27404,20188,27387,20261,27382,20338,27396,20399,27404,20466,27402,20537,27395,20608,27387,20676,27385,20737,27393,20790,27417,20830,27462,20855,27534,20831,27591,20814,27650,20802,27712,20791,27774,20781,27837,20768,27898,20751,27957,20726,28013,20692,28064,20635,28112,20585,28166,20540,28225,20498,28286,20457,28349,20415,28411,20370,28470,20320,28524,20262,28572,20215,28631,20184,28696,20167,28765,20163,28836,20172,28906,20192,28975,20224,29041,20266,29100,20317,29153,20377,29209,20423,29273,20454,29343,20472,29418,20477,29496,20469,29574,20449,29650,20416,29723,20373,29790,20316,29869,20256,29946,20193,30021,20126,30092,20056,30160,19982,30222,19904,30280,19821,30331,19733,30376,19679,30417,19622,30455,19564,30493,19505,30530,19448,30568,19393,30608,19341,30653,19293,30702,19251,30757,19193,30797,19142,30843,19099,30894,19065,30949,19042,31008,19031,31070,19034,31133,19052,31198,19087,31263,19101,31325,19123,31382,19153,31432,19191,31477,19234,31515,19283,31546,19337,31571,19396,31588,19458,31598,19513,31627,19557,31666,19591,31714,19616,31769,19631,31828,19636,31889,19632,31951,19619,32011,19597,32067,19579,32136,19573,32209,19573,32284,19576,32360,19576,32436,19568,32509,19548,32577,19511,32639,19452,32694,19398,32749,19363,32814,19345,32885,19341,32961,19350,33039,19369,33117,19395,33191,19427,33260,19462,33320;
polygon;path450;20090,33452,20079,33551,20089,33649,20113,33747,20143,33844,20174,33941,20197,34038,20206,34134,20194,34230,20154,34325,20106,34397,20054,34466,19998,34531,19937,34592,19872,34649,19803,34699,19729,34743,19652,34781,19570,34811,19449,34859,19326,34903,19202,34944,19077,34980,18950,35012,18823,35040,18694,35061,18565,35077,18435,35087,18320,35081,18205,35084,18090,35095,17976,35115,17864,35143,17754,35179,17647,35223,17544,35274,17445,35332,17378,35393,17329,35462,17295,35538,17273,35618,17260,35702,17253,35788,17247,35874,17241,35959,17231,36041,17201,36112,17165,36180,17124,36245,17079,36306,17028,36363,16972,36415,16912,36461,16846,36501,16776,36534,16689,36577,16601,36615,16511,36650,16419,36680,16327,36706,16233,36727,16138,36743,16043,36754,15946,36761,15909,36761,15872,36765,15835,36772,15798,36779,15761,36786,15725,36792,15688,36794,15651,36793,15615,36785;
polygon;path452;25516,42994,25490,42931,25460,42861,25428,42789,25390,42720,25346,42657,25296,42606,25238,42572,25170,42558,25093,42571,25022,42600,24956,42638,24896,42684,24842,42736,24793,42794,24751,42857,24715,42923,24685,42994,24661,43066,24631,43135,24597,43203,24560,43270,24525,43338,24492,43406,24465,43475,24447,43547,24439,43623,24444,43702,24441,43786,24438,43874,24436,43963,24439,44052,24449,44140,24469,44223,24501,44301,24549,44372,24614,44433,24651,44451,24689,44470,24728,44488,24767,44506,24807,44522,24847,44534,24888,44542,24930,44545,24972,44541;
polygon;path529;26519,44541,26456,44471,26386,44407,26313,44346,26238,44285,26165,44223,26097,44157,26037,44086,25988,44006,25952,43916,25965,43840,25986,43766,26013,43693,26042,43622,26072,43550,26099,43478,26122,43404,26136,43328,26141,43250,26176,43120,26213,42990,26250,42860,26286,42730,26320,42599,26349,42468,26373,42336,26390,42202,26398,42067,26413,41954,26434,41841,26462,41730,26498,41622,26541,41516,26592,41415,26651,41317,26719,41225,26796,41139,26852,41084,26910,41028,26969,40974,27029,40921,27090,40869,27153,40820,27218,40773,27285,40730,27353,40689,27419,40666,27487,40652,27556,40645,27626,40642,27695,40639,27764,40633,27832,40621,27897,40600,27961,40568,28039,40525,28119,40482,28200,40441,28284,40403,28369,40372,28455,40350,28543,40340,28632,40345,28722,40366,28789,40412,28846,40468,28897,40531,28944,40597,28991,40664,29041,40728,29096,40786,29160,40835,29236,40872,29313,40900,29388,40932,29461,40966,29534,41002,29606,41039,29678,41076,29750,41113,29822,41149,29896,41184,29968,41178,30039,41172,30111,41166,30183,41163,30254,41163,30325,41169,30396,41182,30466,41203,30536,41235,30625,41251,30716,41256,30808,41251,30898,41234,30984,41206,31064,41167,31137,41115,31201,41050,31253,40973,31291,40902,31338,40841,31392,40789,31450,40743,31513,40702,31578,40664,31644,40626,31709,40587,31771,40546,31854,40452,31927,40352,31993,40247,32054,40139,32113,40030,32174,39921,32239,39815,32310,39713,32390,39618,32419,39559,32449,39499,32481,39440,32516,39383,32554,39330,32598,39282,32648,39242,32706,39210,32772,39189,32859,39167,32948,39152,33037,39144,33127,39142,33217,39144,33307,39149,33397,39157,33487,39166,33575,39175,33654,39192,33731,39214,33807,39240,33882,39269,33956,39299,34031,39329,34105,39357,34181,39382,34258,39402,34340,39417,34409,39450,34464,39497,34507,39557,34536,39626,34554,39700,34561,39778,34556,39856,34542,39932,34514,40046,34469,40151,34410,40248,34339,40338,34259,40423,34174,40503,34087,40582,34001,40660,33919,40738,33797,40862,33699,41001,33615,41151,33541,41308,33468,41465,33391,41619,33302,41765,33195,41897,33064,42011,32995,42046,32927,42081,32860,42118,32793,42157,32727,42196,32662,42238,32599,42281,32536,42326,32475,42372,32383,42419,32287,42457,32189,42487,32090,42513,31990,42537,31889,42561,31790,42588,31693,42621,31599,42662,31535,42681,31469,42694,31402,42704,31335,42714,31269,42725,31204,42741,31143,42765,31086,42798,31035,42844,30987,42885,30937,42921,30884,42954,30831,42986,30778,43019,30725,43052,30675,43088,30627,43129,30583,43174,30519,43236,30454,43297,30389,43358,30322,43416,30253,43472,30181,43525,30107,43573,30028,43617,29946,43654,29857,43689,29765,43714,29671,43730,29576,43742,29480,43752,29385,43764,29290,43781,29198,43806,29109,43843,28990,43890,28870,43937,28749,43984,28628,44027,28505,44065,28381,44096,28255,44118,28127,44130,27997,44129,27904,44130,27812,44141,27722,44159,27635,44187,27551,44222,27470,44264,27393,44314,27321,44371,27253,44434,27240,44445,27228,44456,27215,44467,27203,44479,27191,44491,27180,44503,27169,44515,27158,44528,27148,44541;
polygon;path531;37087,44959,37147,45003,37208,45045,37270,45085,37332,45126,37394,45166,37455,45208,37515,45252,37572,45299,37626,45349,37665,45410,37702,45475,37739,45542,37777,45606,37821,45665,37870,45714,37929,45751,37998,45771,38081,45772,38155,45767,38231,45759,38309,45750,38386,45745,38461,45746,38534,45757,38602,45782,38665,45822,38720,45883,38762,45942,38795,46009,38819,46079,38831,46152,38831,46224,38818,46294,38790,46359,38746,46417,38685,46465,38632,46510,38575,46549,38515,46584,38453,46612,38388,46635,38321,46650,38253,46658,38184,46658,38114,46649,38016,46644,37919,46632,37823,46615,37728,46592,37634,46564,37541,46533,37449,46499,37359,46462,37269,46423,37170,46412,37075,46419,36981,46440,36890,46472,36801,46513,36714,46559,36627,46608,36541,46655,36456,46699,36371,46751,36299,46814,36237,46887,36182,46966,36131,47048,36081,47131,36029,47211,35971,47287,35905,47355,35818,47400,35728,47429,35635,47446,35540,47453,35443,47452,35346,47446,35249,47439,35153,47433,35058,47431,34972,47422,34884,47410,34796,47394,34708,47372,34625,47343,34546,47304,34475,47256,34414,47195,34364,47120,34336,47034,34327,46948,34334,46863,34356,46780,34389,46699,34433,46622,34485,46550,34544,46484,34606,46425,34630,46397,34655,46369,34679,46339,34703,46309,34724,46277,34741,46244,34755,46210,34762,46174,34763,46136;
polygon;path533;33295,19769,33225,19841,33174,19922,33140,20011,33119,20105,33108,20203,33105,20303,33106,20403,33108,20502,33108,20598,33104,20768,33091,20939,33073,21109,33053,21278,33034,21448,33019,21618,33012,21788,33015,21959,33032,22129,33047,22223,33063,22317,33081,22411,33100,22504,33120,22598,33141,22691,33163,22783,33186,22876,33210,22968,33220,23088,33232,23209,33244,23330,33257,23450,33270,23570,33283,23691,33296,23811,33309,23931,33322,24052,33320,24206,33310,24361,33297,24517,33283,24672,33274,24827,33271,24982,33279,25136,33301,25289,33341,25441,33370,25547,33407,25650,33449,25751,33495,25850,33544,25948,33596,26044,33648,26141,33700,26237,33750,26334,33793,26433,33830,26533,33863,26635,33893,26738,33923,26841,33953,26944,33986,27046,34023,27146,34065,27244,34104,27301,34138,27363,34172,27427,34206,27491,34243,27551,34285,27606,34335,27653,34393,27689,34463,27712,34520,27722,34580,27732,34642,27741,34704,27747,34764,27747,34823,27738,34878,27719,34927,27688,34970,27642,34984,27584,34996,27525,35004,27466,35009,27405,35012,27344,35014,27282,35014,27221,35014,27160,35013,27100,34997,26975,34984,26849,34972,26722,34960,26595,34943,26470,34920,26345,34888,26224,34846,26105,34789,25989,34746,25926,34704,25862,34663,25796,34624,25731,34585,25665,34547,25598,34509,25532,34471,25466,34431,25400,34382,25325,34343,25246,34312,25164,34287,25079,34266,24993,34247,24906,34227,24819,34205,24733,34178,24649,34148,24535,34124,24421,34104,24305,34090,24189,34080,24072,34074,23955,34071,23838,34073,23721,34077,23603,34074,23413,34076,23223,34080,23032,34084,22842,34086,22651,34084,22461,34075,22272,34057,22082,34028,21893,34011,21767,33995,21640,33981,21514,33968,21387,33957,21260,33946,21132,33936,21005,33926,20878,33918,20751,33927,20677,33934,20605,33939,20534,33943,20463,33946,20393,33949,20324,33952,20253,33956,20183,33960,20111,33971,20054,33975,19995,33971,19935,33959,19876,33938,19823,33907,19777,33865,19741,33813,19718,33749,19711,33697,19712,33647,19718,33597,19728,33547,19740,33497,19753,33448,19764,33397,19771,33347,19774,33295,19769;
polygon;path535;38848,5643,38735,5639,38623,5640,38511,5644,38399,5649,38286,5653,38174,5655,38062,5653,37950,5645,37839,5630,37751,5638,37664,5637,37578,5631,37491,5621,37404,5611,37317,5603,37231,5599,37144,5602,37057,5614,36929,5626,36800,5627,36672,5621,36543,5612,36415,5603,36287,5598,36159,5600,36032,5614,35905,5642,35809,5649,35713,5645,35617,5635,35523,5618,35428,5598,35333,5578,35238,5559,35143,5543,35047,5533,34951,5521,34851,5513,34750,5512,34649,5517,34550,5532,34455,5557,34364,5594,34279,5645,34203,5710,34164,5772,34149,5843,34149,5919,34157,5999,34165,6077,34164,6151,34148,6218,34107,6274,34034,6315,33930,6283,33829,6241,33730,6193,33630,6143,33531,6096,33430,6055,33326,6025,33219,6009,33108,6013,33044,6046,32996,6093,32959,6149,32932,6212,32909,6280,32887,6349,32862,6416,32832,6479,32792,6535,32733,6609,32673,6683,32613,6757,32554,6832,32498,6909,32445,6988,32398,7070,32358,7156,32325,7246,32301,7315,32285,7386,32275,7458,32273,7530,32277,7602,32288,7674,32306,7744,32330,7812,32361,7879,32381,7984,32386,8089,32377,8194,32360,8298,32336,8402,32309,8505,32283,8609,32260,8713,32245,8817,32228,8912,32217,9008,32209,9104,32206,9200,32207,9296,32212,9392,32219,9487,32229,9583,32241,9678,32233,9766,32222,9854,32210,9941,32196,10028,32182,10115,32169,10202,32158,10290,32150,10378,32146,10466,32135,10595,32122,10724,32109,10853,32096,10981,32080,11110,32064,11238,32045,11366,32025,11494,32002,11621,31978,11754,31957,11888,31939,12022,31923,12156,31908,12291,31895,12425,31882,12560,31869,12694,31855,12829,31841,12931,31830,13034,31820,13136,31811,13239,31801,13341,31790,13443,31776,13545,31759,13647,31737,13748,31723,13850,31722,13954,31735,14057,31761,14159,31799,14255,31850,14346,31913,14428,31987,14499,32073,14558,32140,14575,32208,14586,32277,14594,32346,14598,32416,14601,32487,14603,32557,14606,32626,14610,32696,14616,32764,14604,32827,14582,32887,14553,32943,14518,32997,14477,33048,14433,33098,14387,33146,14340,33193,14293,33249,14243,33303,14191,33355,14136,33405,14079,33451,14019,33494,13957,33531,13892,33562,13824,33587,13754,33604,13627,33613,13499,33614,13371,33612,13242,33608,13114,33605,12985,33605,12857,33612,12728,33627,12601,33640,12487,33654,12374,33667,12260,33677,12146,33684,12033,33685,11919,33678,11806,33663,11693,33638,11580,33620,11476,33601,11371,33582,11266,33564,11161,33549,11055,33539,10949,33533,10843,33535,10737,33544,10631,33564,10537,33583,10443,33600,10349,33618,10254,33637,10160,33658,10066,33681,9973,33709,9882,33741,9792,33806,9676,33861,9555,33910,9431,33958,9306,34007,9182,34062,9061,34125,8946,34201,8837,34292,8738,34337,8664,34360,8583,34369,8497,34371,8410,34371,8323,34377,8237,34394,8157,34429,8082,34489,8017,34548,7977,34611,7952,34677,7940,34745,7936,34815,7939,34885,7945,34955,7952,35025,7958,35093,7959,35177,7965,35261,7976,35344,7989,35427,8007,35509,8027,35590,8049,35671,8074,35751,8100,35830,8128,35936,8127,36041,8116,36146,8099,36250,8076,36354,8053,36458,8030,36562,8012,36668,8000,36774,7998,36857,8003,36939,8011,37022,8021,37104,8031,37185,8038,37267,8040,37349,8037,37431,8024,37512,8001,37616,7987,37719,7972,37823,7959,37927,7947,38031,7938,38136,7933,38240,7932,38344,7935,38449,7945,38527,7939,38600,7920,38669,7890,38736,7854,38802,7814,38867,7773,38932,7735,39000,7702,39070,7677;
