// Coordinates: shape type; id; label; points; extra text
polygon;rect9687-3;106952,55176,107330,55176,107330,55554,106952,55554,106952,55176;
polygon;path10406;3627,31866,3883,31832,4132,31774,4377,31697,4618,31608,4857,31513,5097,31416,5338,31325,5582,31245,5831,31182,5978,31149,6124,31115,6270,31078,6416,31041,6561,31003,6707,30965,6852,30928,6998,30893,7145,30859,7238,30848,7331,30838,7424,30828,7517,30820,7610,30811,7702,30802,7795,30792,7888,30781,7981,30768,8111,30770,8242,30773,8373,30776,8503,30777,8634,30776,8764,30771,8894,30761,9023,30744,9153,30720,9245,30702,9343,30680,9443,30660,9542,30648,9633,30651,9714,30673,9780,30721,9827,30800,9850,30917,9875,31088,9897,31259,9916,31430,9929,31602,9937,31774,9938,31947,9932,32119,9918,32291,9895,32462,9863,32720,9823,32978,9773,33234,9713,33487,9639,33737,9552,33981,9449,34220,9328,34450,9189,34672,9121,34803,9054,34934,8986,35065,8916,35196,8844,35324,8768,35451,8687,35574,8600,35693,8506,35807,8421,35939,8334,36072,8244,36202,8151,36330,8052,36452,7946,36568,7832,36676,7709,36774,7575,36860,7458,36944,7340,37026,7219,37105,7096,37179,6969,37247,6839,37306,6705,37355,6567,37394,6423,37419,6278,37448,6132,37470,5984,37488,5836,37504,5689,37522,5543,37544,5398,37574,5256,37613,5117,37664,4959,37697,4801,37720,4641,37737,4481,37749,4320,37758,4159,37766,3998,37776,3838,37788,3679,37806,3472,37836,3265,37868,3058,37899,2850,37927,2642,37950,2434,37966,2225,37971,2016,37965,1807,37944,1606,37953,1405,37964,1204,37978,1004,37993,803,38009,602,38024,402,38037,201,38049,0,38057;
polygon;path10408;6817,37311,6749,37474,6677,37635,6601,37794,6524,37952,6446,38110,6369,38269,6294,38429,6223,38590,6156,38753,6055,38928,5962,39107,5874,39288,5790,39472,5706,39655,5620,39838,5530,40018,5433,40195,5327,40367,5301,40408,5275,40450,5249,40491,5225,40534,5203,40577,5185,40622,5171,40668,5164,40716,5163,40766;
polygon;path10410;9554,42947,9550,42784,9546,42620,9544,42456,9543,42293,9544,42129,9549,41966,9556,41802,9568,41639,9584,41476,9587,41338,9584,41200,9578,41060,9572,40921,9568,40782,9570,40644,9580,40506,9600,40370,9634,40236,9718,40079,9823,39939,9943,39813,10075,39698,10214,39588,10356,39481,10496,39373,10631,39259,10756,39136,10847,39045,10941,38957,11037,38871,11134,38788,11235,38708,11337,38630,11441,38555,11547,38483,11656,38413,11748,38338,11835,38258,11918,38174,11999,38087,12079,38000,12159,37913,12243,37829,12330,37749,12423,37674,12559,37555,12689,37431,12816,37303,12940,37173,13064,37042,13189,36912,13317,36785,13450,36663,13588,36547,13776,36388,13963,36228,14149,36066,14330,35899,14506,35726,14672,35545,14828,35355,14970,35155,15097,34942,15158,34827,15221,34712,15289,34598,15363,34488,15444,34386,15535,34293,15635,34212,15748,34146,15873,34099,16035,34030,16200,33971,16367,33919,16535,33872,16705,33827,16875,33783,17044,33737,17212,33687,17378,33631,17500,33594,17624,33551,17746,33502,17863,33445,17974,33377,18075,33299,18164,33208,18238,33103,18294,32983,18335,32930;
polygon;path10412;9645,33775,9905,33703,10168,33660,10434,33639,10702,33633,10971,33635,11240,33638,11509,33635,11776,33618,12042,33581,12299,33553,12556,33530,12815,33512,13073,33499,13332,33492,13590,33491,13849,33495,14107,33504,14365,33520,14572,33488,14774,33437,14972,33372,15167,33299,15363,33223,15558,33149,15756,33083,15958,33029,16164,32992,16426,32956,16690,32933,16953,32920,17218,32915,17482,32914,17747,32914,18011,32912,18276,32904,18540,32887,18823,32882,19107,32885,19391,32894,19675,32904,19959,32912,20242,32916,20526,32912,20809,32896,21092,32866,21302,32845,21513,32826,21723,32808,21934,32793,22145,32780,22356,32769,22567,32760,22778,32753,22989,32748;
polygon;path10420;9696,30598,9696,30293,9696,29987,9699,29682,9704,29377,9711,29072,9722,28767,9736,28462,9755,28158,9779,27853,9791,27731,9826,27617,9880,27514,9950,27421,10035,27339,10131,27269,10236,27210,10348,27165,10462,27132,10714,27064,10964,26992,11213,26918,11462,26842,11712,26765,11961,26691,12211,26619,12463,26551,12715,26488,12895,26432,13073,26370,13251,26306,13429,26241,13607,26178,13786,26118,13966,26064,14148,26017,14333,25980,14493,25982,14652,25974,14810,25958,14968,25936,15125,25909,15282,25880,15439,25851,15596,25823,15754,25799,15861,25809,15958,25841,16045,25890,16122,25954,16192,26028,16256,26111,16313,26199,16366,26288,16415,26376,16469,26457,16535,26520,16610,26568,16692,26602,16780,26625,16871,26638,16964,26645,17057,26645,17148,26642,17285,26634,17423,26626,17560,26618,17697,26612,17835,26608,17972,26606,18109,26606,18247,26608,18384,26614,18555,26617,18726,26629,18897,26646,19068,26663,19239,26679,19409,26688,19579,26687,19750,26673,19920,26642,20029,26615,20140,26605,20252,26608,20364,26618,20475,26630,20585,26639,20693,26639,20797,26626,20896,26595,20920,26559;
polygon;path10422;5830,39439,6066,39420,6303,39406,6540,39393,6777,39379,7014,39362,7250,39339,7484,39306,7717,39261,7947,39201,8155,39149,8363,39101,8572,39056,8782,39015,8993,38980,9204,38952,9417,38932,9630,38921,9844,38921,9992,38911,10139,38900,10286,38888,10433,38875,10579,38860,10726,38844,10872,38826,11018,38806,11164,38785,11164,38793,11164,38794;
polygon;path10547;35718,5632,35865,5589,36015,5559,36166,5539,36318,5528,36471,5522,36624,5518,36777,5514,36930,5506,37082,5494,37211,5497,37339,5513,37464,5538,37586,5574,37706,5619,37822,5673,37934,5735,38042,5804,38146,5879,38258,5932,38370,5959,38480,5961,38589,5943,38696,5908,38799,5860,38899,5801,38995,5736,39087,5667,39235,5591,39386,5521,39540,5457,39696,5399,39856,5351,40017,5312,40181,5284,40347,5269,40514,5266,40651,5245,40784,5241,40916,5250,41045,5271,41173,5302,41300,5340,41427,5383,41553,5428,41680,5474,41882,5477,42086,5478,42289,5475,42493,5467,42696,5453,42899,5433,43100,5406,43301,5370,43500,5325,43621,5302,43737,5266,43849,5219,43959,5165,44067,5108,44176,5053,44286,5003,44399,4963,44517,4935,44655,4924,44793,4913,44931,4902,45069,4890,45207,4880,45345,4869,45483,4859,45621,4850,45759,4842,45771,4840,45783,4838,45795,4837,45807,4835,45819,4832,45831,4830,45842,4828,45854,4825,45866,4822;
polygon;path10549;35718,9599,35962,9588,36201,9552,36436,9497,36668,9429,36899,9353,37130,9276,37362,9202,37596,9139,37833,9092,37973,9059,38111,9012,38247,8957,38383,8899,38519,8845,38657,8802,38797,8776,38941,8773,39088,8799,39199,8843,39303,8899,39402,8964,39498,9034,39593,9106,39690,9177,39788,9243,39892,9302,40003,9349,40108,9425,40219,9491,40335,9548,40455,9594,40577,9628,40703,9649,40830,9657,40959,9649,41089,9626,41265,9578,41437,9518,41606,9449,41773,9375,41940,9301,42108,9229,42279,9164,42453,9110,42632,9072,42786,9044,42939,9017,43093,8991,43247,8967,43402,8943,43556,8921,43711,8900,43865,8880,44020,8861,44163,8860,44307,8864,44451,8871,44595,8878,44738,8880,44881,8875,45023,8860,45163,8831,45301,8784,45429,8751,45550,8704,45666,8646,45778,8581,45889,8513,45999,8444,46111,8378,46227,8319,46347,8270,46382,8255,46416,8240,46450,8224,46484,8208,46518,8191,46551,8173,46584,8155,46617,8135,46648,8115;
polygon;path10551;34558,14430,34893,14386,35229,14368,35565,14370,35901,14386,36237,14411,36574,14438,36910,14462,37247,14476,37583,14475,37578,14466,37606,14462,37660,14462,37734,14465,37819,14469,37908,14475,37994,14481,38070,14486,38127,14490,38561,14519,38995,14542,39430,14560,39865,14575,40300,14585,40735,14593,41170,14599,41605,14603,42040,14607,42070,14607,42100,14609,42130,14611,42160,14614,42190,14619,42219,14626,42248,14635,42276,14646,42303,14659;
